tweet,sentiment
Konsep IKN Ramah Lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/0wJBfJBz1O,positive
Kapolres PPU Sambut Wakapolda Kaltim  di Ikn Dalam Rangka Tinjau Pembangunan  Ibu Kota Nusantara  \n#Presisi\xe2\x80\xa6 https://t.co/RMAKGiDjRg,positive
@OposisiCerdas Pantesan IKN bengkak.puas nya gk sudah2,negative
Sukses di Balikpapan Raksasa Properti Ini Lirik Peluang Investasi IKN Nusantara https://t.co/xDX2n7lct2,positive
@kr1t1kp3d45_pro: Padahal Sebagian Besar Warga NTT Adalah Pendukung Jokowi.. Namun Kini Mereka Banyak Yang Menderita\xe2\x80\xbc\xef\xb8\x8f\nPresidennya pun\xe2\x80\xa6,negative
IKN dibangun secara bertahap dengan perencanaan yang matang\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/KH3LZsyvMP,positive
@sindai_salie jangan kendor bela IKN karena bukan utk kalimantan saja...tapi NKRI,negative
@geloraco Semakin RUMIT atau d RUMIT RUMITKAN? karena knp UANG NEGARA justru d PAKSAKAN utk membangun IKN sedangkan\xe2\x80\xa6 https://t.co/BGQZZOOE2h,negative
@DokterTifa Raja ghaib oligarki sudah berkuasa sejak reformasi sampai sekarang dan akan berlanjut ..kalo masalah I\xe2\x80\xa6 https://t.co/o8Cy24IaTU,negative
Info - Jagat Nusantara! Metaverse di IKN!\n\nAceh Hadir Mendukung \xe2\x9d\xa4\xef\xb8\x8f\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/584WkHZ0LG,positive
Presiden Jokowi luncurkan Jagat Nusantara Metaverse di IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/nDd6mgIArm,positive
@Opposih6890bio @maryshelparaiso Pembangunan IKN berdampak positivepada pembangunan dan ekonomi. Arek Jawa Timur du\xe2\x80\xa6 https://t.co/v212ptpa9g,positive
Pembangunan IKN Untuk Pengembangan Perekonomian Indonesia\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/j2HwA0Ltyu,positive
@maryshelparaiso IKN smart city siap bersaing Jawa Timur dukung terus #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/Jshe6ulBFD,positive
Ikn mengusung konsep future smart forest city.\nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/Xl7Bfw4xXm,positive
@IMCMushroom Luar biasa Jokowi TDK puas dengan mengiklankan ikn di media sosial karnamungkin dengan kedatangan kad\xe2\x80\xa6 https://t.co/xpYuVY4T7M,negative
@NandaShanum: @BergetarNusa @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan Jawa Timur Dukung IKN Nusantara #JokowiBapakIn\xe2\x80\xa6,positive
IKN Nusantara wujud pemerataan pembanguna #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/ekS69urLnU,positive
Optimis IKN akan wujudkan Indonesia Maju \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/HUm0JoSD4a,positive
@chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Ya om sampeyan salah contoh bandingin kalsel dan kaltim bahas ikn di kal\xe2\x80\xa6 https://t.co/8aqEoxPMMn,negative
@solid_bergerak7: Di tangan Pak @ganjarpranowo nti landasan Indonesia baru Pak @jokowi lewat IKN dpt disempurnakan. Jika Presiden lain\xe2\x80\xa6,positive
@FGelael @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zNgUv8Ul0C,positive
IKN Nusantara sangat didukung masyarakat\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/JORwo8te1t,positive
@geloraco Harusnya IKN batal pemilu lanjut. Krisis diatas.,negative
Pemindahan IKN Ke Kalimantan akan menjadi sejarah baru tersendiri Ayo warga Lampung kita dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/9weW0ckGM,positive
Lampung percaya Banyak Keuntungan dan Banyak berkah yang kita peroleh dari perpindahan IKN\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/1Ajg9cTP0A,positive
Siapa di sini yang sering update progres pembangunan Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur?\n\nBerikut\xe2\x80\xa6 https://t.co/F3cI8hdpw6,positive
Dukung Pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/eGrSIdS4UA,positive
\xe2\x98\x95\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9d\xa4\xef\xb8\x8f\nEnam klaster industri akan dikembangkan di IKN Nusantara\n.\n.\n#IKNBerdampakpositivehttps://t.co/206DjdqsNt,positive
@FGelael: @Merdekasatu1 @maryshelparaiso IKN siap bersaing dalam sektor pariwisata Jawa Timur dukung #KotaDuniaUntukSemua #IKNSejahterak\xe2\x80\xa6,positive
Tiga manfaat besar IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/BZiq9K8LNa,positive
Pembangunan IKN Nusantara berkonsep Green City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/P20wO2hob7,positive
@OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung penuh pembangunan IKN Nusantara #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/pqNSZsh94r,positive
@DokterTifa IKN Lanjut Th 24 Pemerintahan pindah di IBU KOTA BARU biar Tifa gak bisa tidur nyenyak. Pakde Jokowi memang Top.,negative
IKN Nusantara sebagai wujud kerukunan bangsa Indonesia\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/4juEXKpEGg,positive
Tak bisa dipungkiri kehadiran IKN dorong ekonomi bangsa \n\nDKI Jakarta \n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/Ee7EUMjh8S,positive
Wah keren IKN berkonsep ramah lingkungan\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/CleGXzBAmh,positive
IKn Maju #KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\n#IKNtingkatkanKesejahteraan\xe2\x80\xa6 https://t.co/VJZrCWDNK3,positive
@Camarxoxo sukseskan IKN Nusantara\n-Jambi-\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/LpmNolFffr,positive
@BergetarNusa @OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung pembangunan IKN Nusantara\xe2\x80\xa6 https://t.co/eAeAksdqSm,positive
@KathyJo49714916 @maryshelparaiso Indonesia Sentris Harus tercermin di IKN Nusantara warga Jawa Timur siap dukung\xe2\x80\xa6 https://t.co/NNQdsLlEbV,positive
@ElinaAzkia: Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\n#KotaDuniaUntukSemua\n#\xe2\x80\xa6,positive
Kepala Otorita IKN Berkonsep Ramah Lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/RGBJlzVqvZ,positive
@Joane24641240 Pembangunan IKN Nusantara akan menjadi wajah baru Indonesia di mata dunia.\n\xe2\x9d\xa4\xef\xb8\x8fAceh Hadir Mendukung\xe2\x80\xa6 https://t.co/ad3ZW6neEK,positive
Balikpapan \xe2\x80\x93 Dhahana Putra Plt. Dirjen PP didampingi oleh Cahyani Suryandari Dir Perancangan Peraturan Perundang-\xe2\x80\xa6 https://t.co/LXzhG7gkN3,positive
Pembangunan infrastruktur dasar IKN\n#SigapMembangunNegeri @KemenPU \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa https://t.co/b64mH2I8oc,positive
@Merdekasatu1: @OiCoffe @BergetarNusa @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk dukung pe\xe2\x80\xa6,positive
@alisyarief Dumeh opo? Gak guna juga gak bikin IKN lgsg kelar kek candi prambanan kan \xf0\x9f\x98\x82,negative
Dukung progres pembangunan IKN #PatuhProkesSelaluSehat https://t.co/EMj6fIzjYs,positive
PGI Kukar dukung MPR RI keluarkan ketetapan IKN Nusantara\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/e0E9Ut1uzM,positive
IKN Nusanrtara bentuk simbol kerukunan bangsa Indonesia Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/Ptkx4AwxLI,positive
@berita_mineral: @OiCoffe @maryshelparaiso IKN direncanakan dengan baik Masyarakat Jawa Timur Dukung IKN #JokowiBapakInfrastruktur #Kota\xe2\x80\xa6,positive
Mantap Dukung IKN Nusantara. Kejayaan Indonesia. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/5vVcdsTEbG,positive
Masyarakat Lampung Mendukung Kebijakan Pembangunan IKN\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/1JB0PQuetE,positive
IKN jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/0GiOaB0DAt,positive
IKN langkah Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/32iIHkOcu8,positive
IKN akan jadi produk unggulan bangsa. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/donkG9r7kE,positive
@StephanChain2 Dukung pembangunan IKN kota dunia untuk semua\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/b2MG8AtnJ,positive
IKN Nusantara berdampak terhadap pembangunan dan perekonomian lokal Jambi #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/E4SENkODCN,positive
Mari kita dukung penuh IKN Nusantara\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/dHEnX9e13i,positive
@AnangSunarto11: @alisyarief Apa hubungannya Kades kesana?apa penduduk daerahnya jga mau dipindahin?\xf0\x9f\x98\x85\nRakornas itu kan bersifat daerah.b\xe2\x80\xa6,negative
@Tan_Mar3M FIX ... HARAM HUKUMNYA KADRUN HIDUP DI IKN !!!!!,negative
Pembangunan IKN Nusantara akan dilakukan secara bertahap \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/0L0L07LXrv,positive
Derap Pembangunan Kawasan IKN Nusantara\n@nalarinInstitute\n@IKNNUsantaraID\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co/GTjiEMIEEV,positive
@sindai_salie Dan yg menentang IKN kebanyakan bukan orang Kalimantan tp sok perduli dg orang Kalimantan...,negative
IKN Nusantara mengusung konsep future smart forest city of Indonesia\n\nSumatera Barat\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/UY2Gk2kaO8,positive
Future smart forest city akan membuat IKN menjadi kota tersohor #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/zodakPTvoR,positive
@OposisiCerdas Suruh bli tanah d sana jd lah warga ikn sana,negative
@KompasTV @elonmusk Melebihi anggaran IKN ya,negative
@NandaShanum: @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN #JokowiBapakInfrastr\xe2\x80\xa6,positive
@NengFira3007 IKN Nusantara memajukan Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/n0kz15P1V4,positive
\xe2\x80\x9cUntuk bisa mencapai tujuan ini kami perlu memperhatikan mutu bangunan biaya yang digunakan waktu pelaksanaan de\xe2\x80\xa6 https://t.co/T28rTHKyUo,positive
Bersama Mendukung IKN Nusantara\n.\nSumatera Utara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/AZ74eMXwYd,positive
@berita_mineral: @maryshelparaiso Jawa Timur optimis IKN bangkitkan ekonomi Indonesia maju #JokowiBapakInfrastruktur #KotaDuniaUntukSemu\xe2\x80\xa6,positive
IKN Berkonsep Ramah Lingkungan\nHanya 25% Yang Di Bangun \n5-10 % Untuk Hijau\nSisanya Yang 65% Itu Nanti Tetap  Jadi\xe2\x80\xa6 https://t.co/7EAKsaogD2,positive
IKN Nusantara merupakan masa depan Indonesia Simbol dari Indonesia Emas. https://t.co/nvK6bKVCTV,positive
@bro_aLy9 syukur jg g jadi.....klonya jd ntar mau masuk IKN disuruh bayar US$8.....,negative
Menarik\xf0\x9f\xa4\x94\nYang di IKN juga sama. https://t.co/LTdS6RYt4i,positive
IKN Berdampak positiveBagi Kalimantan Timur\n@silviajulia18\n@intanAyuArimbi\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co/onqgbIiYIM,positive
IKN akan jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/lSPEKBpq8n,positive
Keren...!!\nIKN Akan Jadi Perpresentasi Bangsa Yang Unggul.\n\nAceh Hadir Mendukung.\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/DmbimZIwoY,positive
Nusa Tenggara Timur\nIKN bawa banyak dampak positive. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/oa6i4Z5jst,positive
@keuangannews_id IKN akan mangkrak pada waktunya.,negative
Jokowi Luncurkan Jagat Nusantara Metaverse IKN Nusantara\nPresiden Jokowi\n\nAceh Hadir Mendukung.\xe2\x80\xa6 https://t.co/5xdpEXQhFa,positive
Memajukan bangsa dengan membangun IKN Nusantara\n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/e3ISgTCMr8,positive
pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/4j5tGtmDAq,positive
3 Manfaat besar IKN untuk perekonomian Indonesia\nPapua Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/UcOVbI6Bvf,positive
@musniumar Karya Jokowi - Ahok kau nikmati sekarang ya kan Drunm.. begitu jg dgn IKN nanti biarkan generasi yg akan\xe2\x80\xa6 https://t.co/qXLiQWf0R,negative
Jokowi luncurkan jagat Nusantara Metaverse di IKN\n\nSumatera Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/cY28F17O7W,positive
@NandaShanum: @maryshelparaiso Masyarakat Jawa Timur dukung dan doakan yang terbaik untuk kelancaran pembangunan IKN #JokowiBapakInfrast\xe2\x80\xa6,positive
@Opposih6890bio @OiCoffe @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan Jawa Timur Dukung IKN Nusant\xe2\x80\xa6 https://t.co/xdESMPG73E,positive
@DokterTifa: Sebetulnya orang kurang waras mana yang menyuntikkan ide pembangunan IKN di tengah segala keterpurukan badai kesulitan h\xe2\x80\xa6,negative
PGI Kukar dukung MPR RI keuarkan ketetapan tentang IKN\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/Nc1K1vo72f,positive
IKN berdampak positive\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/b9C9vxlNc8,positive
Ayo dukung Jokowi luncurkan Jagat Nusantara Metaverse di IKN\n\nGorontalo\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/dCqWJg8pVv,positive
Pembangunan IKN Nusantara akan berdampak positiveDukung pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/3rK7fj6Mlc,positive
@geloraco Stop ikn.kereta cepat yg membebani APBN,negative
@Opposih6890bio: @BergetarNusa @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6,positive
\xe2\x98\x95\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9d\xa4\xef\xb8\x8f\nIKN Nusantara\nBerdampak terhadap pembangunan dan perekonomian Kalimantan timur\n.\n.\n#IKNBerdampakpositivehttps://t.co/ckpbtHOvmZ,positive
@DariatiGunawan sukseskan IKN Nusantara\n-Jambi-\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/jIn5bVtInE,positive
IKN berdampak besar untuk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/oUCWV2D23D,positive
Konsep IKN yang sangat bagus sekali\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/xKhF0IL6l6,positive
IKN Nusantara berkonsep future smart forest City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/tYWJs8Cn5C,positive
Masyarakat Lampung siap mengawal Pembangunan IKN untuk Kemajuan Indonesia\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/0hYPSkUzOn,positive
@king_paratha Gorontalo dukung pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/iDDp0VhEWc,positive
IKN Berkonsep ramah lingkungan! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/X0EGpuHlL2,positive
@berita_mineral @maryshelparaiso Masyarakat Jawa Timur Menyambut baik kehadiran IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/YMOGo2re6S,positive
PGI Kutai Kartanegara mendukung pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/bjQC8neB65,positive
@OiCoffe @Opposih6890bio @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/jbIvSxKP41,positive
Jagat Nusantara di IKN. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/zCPQ5NV5f,positive
@KathyJo49714916: @maryshelparaiso Masyarakat Jawa Timur bangga dan terus dukung Pembangunan IKN  #KotaDuniaUntukSemua #IKNSejahterakanI\xe2\x80\xa6,positive
News - Jagat Nusantara! Metaverse di IKN!\n\nAceh Hadir Mendukung \xe2\x9d\xa4\xef\xb8\x8f\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/EM69rlREL7,positive
Jokowi Luncurkan Jaga Nusantara Metaverse di IKN \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/K2gbLCdx3Q,positive
@SuwandaBen: @alisyarief 6.000 kepala desa se-Indonesia bakal kunjungi IKN.\nPromotornya Ketua Umum DPP Apdesi Surtawijaya\n\nJokowi lagi d\xe2\x80\xa6,positive
Gorontalo siap mendukung pemindahan IKN. \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/GPaXqoyu8a,positive
~Nusa Tenggara Timur~\nKomitmen pemerintah dalam pembangunan IKN \xf0\x9f\x91\x8d\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/2xuPzlbZFp,positive
Daripada bangun IKN mending uangnya dikasih ke rakyat. Untuk pendidikan kesehatan ekonomi.\nBukan bangun bangunan\xe2\x80\xa6 https://t.co/xYeyw67vdc,negative
@ariefsyarief07 Peluang tersebut termasuk potensi pengembangan global halal hub IKN Nusantara dan hilirisasi komo\xe2\x80\xa6 https://t.co/zDalDwS5do,negative
masyarakat dukung IKN\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/SAt9lKrQpY,positive
@msaid_didu Siapa tahu dari ribuan kades ada salah satu kades yang berminat invest di IKN \xf0\x9f\x99\x84,positive
Pada kesempatan ini saya mengajak Dubai Holding untuk menanamkan investasi pada sejumlah sektor di Indonesia. Mula\xe2\x80\xa6 https://t.co/30Plc3VC7y,positive
Dukung pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/fSVfNwLmd6,positive
Pembangunan IKN Berkonsep Green City merupakan bentuk komitmen Pemerintah terhadap pembangunan Berkelanjutan! Papua\xe2\x80\xa6 https://t.co/HTrgyshL38,positive
@catatankaqihati Dukung IKN Nusantara\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x91\x8d,positive
@Sirqieee @antaranews emang iKN punya kelamin om!!,negative
Pemerintah targetkan IKN dihuni 200.000 orang pada 2024\n\nSumatera Barat\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/vG640uxbYt,positive
@gurameikan100: @jokowi @ZelenskyyUa Mau nawarin tanah di IKN ya pak ...? \nPliss impes tu Mai kantri ...,negative
@Lesli89280941 Konsep pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/IyZGv67q8,positive
@NyaiiBubu Klo jadi IKNsaya yakin mayoritas mereka jd pengangguran tanpa job. Siapa yg berani ongkosi transport ke IKN ?,negative
PGI Kukar mendukung pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/vAFxFtlSVw,positive
@StephanChain2: IKN Nusantara Untuk Indonesia Maju \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkan\xe2\x80\xa6,positive
Kadin proaktif memperkenalkan dan mengajak pengusaha global berinvestasi di IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/m1ykyGH2n9,positive
@Opposih6890bio: @OiCoffe @maryshelparaiso IKN memiliki tujuan baik Arek Jawa Timur dukung pembangunan IKN yang bermanfaat bagi Indonesi\xe2\x80\xa6,positive
Targetnya tahun 2024 IKN telah dihuni oleh 200.000 orang\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/Wdix53Ktyi,positive
IKN Nusantara berdampak terhadap pembangunan dan perekonomian Kaltim\n\n#IKNBerdampakpositivehttps://t.co/70GD0VcT1J,positive
Semua Sektor terkena dampak positivepembangunan IKN Nusantara. \n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/e0gnaNEQ9l,positive
@msaid_didu: Wuuiiihhh Gubernur mendoakan orang yg tdk setuju IKN jadi pendek umur.\nMari kita doakan beliau agar panjang umur sehingga b\xe2\x80\xa6,negative
@tata13008730 Tiga manfaat Besar IKN untuk Perekonomian Indonesia\nBanten\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/0a0PN3aRkU,positive
@iina_surbakti: Pembangunan infrastruktur dasar IKN\n#SigapMembangunNegeri @KemenPU \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa https://t.co/b64mH2I8oc,positive
@zarazettirazr Sales IKN kalik uni...\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3,negative
Hebat !! Pembangunan Infrastrukturn IKN Nusantara dilaksanakan secara bertahap.\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/YrEMINEyhu,positive
Seluruh elemen masyarakat mendukung pembangunan IKN Nusantara\xf0\x9f\x98\x98\xf0\x9f\xa5\xb0\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/NDwQe6tzON,positive
IKN Membawa Indonesia Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/WnsMMossJ9,positive
@Tan_Mar3M Sebenarnya bingung jg klo di dijadikan IKN. Krna utk kami Kalimantan klo sdh musim kemarau air  bersih a\xe2\x80\xa6 https://t.co/0vdpcDH9cp,negative
@BergetarNusa: @FGelael @Merdekasatu1 @maryshelparaiso IKN Berdampak positiveterhadap pemerataan pembangunan dan ekonomi Jawa Timur #Kot\xe2\x80\xa6,positive
2 orang ini berani datang gk kalo IKN sudah pindah ke Kalimnatan?\n\nBuruan pindah pak @jokowi \xf0\x9f\x99\x8f https://t.co/sxJ4nKbvA0,positive
@kontenislam_com Batalkan proyek IKN,negative
Pemerintah melakukan jajak pasar dan menawarkan sejumlah investasi di IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/MAUdpeOBTc,positive
IKN berikan banyak dampak positive\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/UCgSzMsX4E,positive
Dukung konsep IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/lNtNpVyVIH,positive
@LaNyallaAcademy: APA URGENSINYA SAMPAI HARUS MENGUMPULKAN BEGITU BANYAK ... KEPALA DESA ??\nmasih ingatkah anda tentang apdesi yg dukung\xe2\x80\xa6,negative
@Ihendraone2: @Mia1Savia Ini kasta baru cebong Bani bipang penghuni IKN kelak hasil perkawinan cebong dengan babi. Babi mirip manusia n\xe2\x80\xa6,negative
@AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6,positive
IKN Nusantara akan jadi kota terpandang \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/QrO2b2CF9S,positive
IKN Nusantara berdampak positiveterhadap pembangunan dan perekonomian Kaltim.\n#IKNBerdampakpositivehttps://t.co/BMfwwK3XWP,positive
@FGelael: @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #KotaDuniaUntukSemua #IKN\xe2\x80\xa6,positive
Selama ini merasa sebagai penguasa yang paling berkuasa seringkali enggan menerima masukan saran dan nasihat dari\xe2\x80\xa6 https://t.co/hfI2S5WFUj,negative
